"date","fremont_bridge_nb","fremont_bridge_sb"
"2015-07-01T00:00:00.000","7","7"
"2015-07-01T15:00:00.000","75","85"
"2015-07-03T15:00:00.000","77","56"
"2015-07-17T08:00:00.000","322","148"
"2015-07-13T05:00:00.000","32","11"
"2015-07-08T12:00:00.000","71","51"
"2015-07-26T04:00:00.000","2","1"
"2015-07-16T15:00:00.000","59","85"
"2012-11-22T07:00:00.000","5","5"
"2015-07-12T20:00:00.000","33","36"
"2012-11-22T09:00:00.000","22","22"
"2015-07-11T13:00:00.000","84","66"
"2015-07-27T18:00:00.000","143","327"
"2015-07-20T11:00:00.000","40","37"
"2015-07-24T02:00:00.000","1","2"
"2015-07-08T00:00:00.000","9","11"
"2015-07-31T08:00:00.000","315","189"
"2015-07-30T10:00:00.000","72","58"
"2015-07-15T10:00:00.000","63","66"
"2012-11-22T18:00:00.000","2","2"
"2015-07-26T17:00:00.000","28","26"
"2015-07-10T12:00:00.000","50","45"
"2015-07-11T09:00:00.000","77","41"
"2015-07-23T16:00:00.000","143","194"
"2015-07-07T00:00:00.000","9","10"
"2015-07-26T05:00:00.000","4","5"
"2012-11-23T01:00:00.000","0","0"
"2012-11-23T02:00:00.000","1","1"
"2012-11-23T03:00:00.000","0","0"
"2015-07-05T06:00:00.000","12","10"
"2015-07-05T19:00:00.000","52","55"
"2015-07-07T12:00:00.000","64","64"
"2015-07-29T11:00:00.000","63","52"
"2015-07-14T07:00:00.000","390","146"
"2015-07-07T05:00:00.000","33","24"
"2012-11-23T10:00:00.000","16","16"
"2015-07-05T23:00:00.000","8","8"
"2015-07-26T21:00:00.000","11","6"
"2015-07-17T23:00:00.000","17","27"
"2015-07-23T19:00:00.000","99","149"
"2015-07-20T02:00:00.000","4","3"
"2015-07-11T02:00:00.000","7","6"
"2015-07-17T16:00:00.000","145","231"
"2015-07-13T14:00:00.000","56","43"
"2015-07-22T14:00:00.000","62","95"
"2015-07-11T06:00:00.000","22","34"
"2015-07-23T22:00:00.000","27","20"
"2015-07-11T12:00:00.000","90","70"
"2015-07-03T09:00:00.000","89","68"
"2015-07-26T02:00:00.000","5","5"
"2012-11-24T01:00:00.000","1","1"
"2015-07-14T06:00:00.000","146","63"
"2015-07-10T00:00:00.000","6","5"
"2015-07-16T18:00:00.000","147","299"
"2015-07-07T10:00:00.000","92","60"
"2015-07-07T11:00:00.000","55","55"
"2015-07-08T05:00:00.000","32","18"
"2015-07-08T13:00:00.000","73","46"
"2012-11-24T09:00:00.000","20","20"
"2015-07-25T11:00:00.000","35","35"
"2015-07-27T19:00:00.000","93","126"
"2015-07-23T07:00:00.000","290","139"
"2015-07-21T15:00:00.000","71","90"
"2015-07-28T17:00:00.000","219","517"
"2015-07-08T14:00:00.000","64","49"
"2015-07-29T12:00:00.000","48","54"
"2015-07-10T20:00:00.000","43","40"
"2015-07-27T09:00:00.000","155","109"
"2015-07-19T17:00:00.000","52","52"
"2015-07-06T15:00:00.000","54","84"
"2015-07-22T19:00:00.000","126","170"
"2015-07-01T12:00:00.000","56","59"
"2015-07-28T11:00:00.000","50","43"
"2015-07-09T01:00:00.000","3","3"
"2015-07-13T03:00:00.000","1","4"
"2015-07-03T07:00:00.000","55","35"
"2012-11-25T03:00:00.000","2","2"
"2015-07-05T01:00:00.000","15","15"
"2015-07-28T23:00:00.000","13","22"
"2015-07-23T08:00:00.000","362","186"
"2015-07-26T13:00:00.000","78","43"
"2015-07-22T02:00:00.000","2","1"
"2015-07-05T05:00:00.000","5","5"
"2015-07-14T00:00:00.000","3","13"
"2015-07-21T12:00:00.000","42","44"
"2015-07-03T05:00:00.000","11","8"
"2015-07-10T17:00:00.000","154","382"
"2015-07-07T01:00:00.000","3","2"
"2015-07-02T00:00:00.000","5","9"
"2012-11-25T16:00:00.000","44","44"
"2015-07-08T10:00:00.000","83","59"
"2015-07-31T20:00:00.000","43","87"
"2015-07-07T02:00:00.000","8","2"
"2015-07-16T01:00:00.000","5","9"
"2015-07-25T00:00:00.000","8","15"
"2015-07-28T13:00:00.000","57","65"
"2015-07-17T22:00:00.000","28","28"
"2015-07-28T03:00:00.000","3","5"
"2015-07-05T14:00:00.000","66","68"
"2012-11-26T02:00:00.000","0","0"
"2012-11-26T03:00:00.000","1","1"
"2015-07-15T11:00:00.000","64","47"
"2015-07-22T01:00:00.000","2","4"
"2015-07-21T22:00:00.000","23","18"
"2015-07-06T05:00:00.000","22","12"
"2015-07-01T09:00:00.000","160","101"
"2015-07-18T21:00:00.000","36","41"
"2015-07-12T15:00:00.000","116","76"
"2015-07-06T00:00:00.000","8","8"
"2015-07-29T23:00:00.000","15","30"
"2015-07-20T21:00:00.000","43","39"
"2015-07-03T12:00:00.000","100","86"
"2015-07-10T22:00:00.000","24","23"
"2015-07-10T14:00:00.000","59","73"
"2015-07-22T23:00:00.000","10","23"
"2015-07-12T07:00:00.000","21","16"
"2015-07-14T14:00:00.000","62","57"
"2015-07-31T23:00:00.000","38","22"
"2015-07-18T13:00:00.000","94","99"
"2015-07-08T16:00:00.000","143","256"
"2012-11-26T23:00:00.000","6","6"
"2015-07-28T01:00:00.000","3","7"
"2015-07-24T04:00:00.000","6","5"
"2015-07-29T20:00:00.000","64","98"
"2015-07-24T11:00:00.000","29","28"
"2015-07-29T06:00:00.000","127","70"
"2015-07-15T17:00:00.000","220","553"
"2015-07-14T05:00:00.000","28","17"
"2015-07-25T17:00:00.000","54","56"
"2015-07-02T12:00:00.000","59","45"
"2015-07-29T07:00:00.000","338","144"
"2015-07-20T18:00:00.000","161","336"
"2015-07-27T23:00:00.000","17","15"
"2015-07-23T17:00:00.000","218","469"
"2015-07-21T05:00:00.000","38","23"
"2015-07-31T02:00:00.000","1","6"
"2015-07-04T21:00:00.000","71","61"
"2015-07-14T18:00:00.000","172","340"
"2015-07-10T18:00:00.000","119","221"
"2015-07-08T06:00:00.000","145","52"
"2015-07-24T14:00:00.000","56","58"
"2015-07-30T14:00:00.000","46","65"
"2012-11-27T21:00:00.000","21","21"
"2015-07-21T14:00:00.000","44","54"
"2015-07-29T13:00:00.000","58","62"
"2015-07-18T15:00:00.000","104","84"
"2015-07-10T05:00:00.000","32","17"
"2015-07-29T18:00:00.000","183","348"
"2015-07-23T09:00:00.000","167","120"
"2015-07-31T15:00:00.000","84","98"
"2015-07-27T06:00:00.000","98","45"
"2015-07-25T16:00:00.000","51","60"
"2015-07-01T20:00:00.000","76","99"
"2015-07-29T10:00:00.000","69","74"
"2015-07-04T01:00:00.000","4","10"
"2015-07-03T11:00:00.000","104","72"
"2015-07-08T07:00:00.000","334","153"
"2015-07-03T04:00:00.000","4","3"
"2015-07-28T05:00:00.000","31","19"
"2015-07-04T05:00:00.000","7","5"
"2015-07-23T01:00:00.000","2","4"
"2015-07-21T11:00:00.000","46","48"
"2015-07-23T14:00:00.000","43","73"
"2015-07-18T22:00:00.000","34","22"
"2015-07-16T03:00:00.000","5","2"
"2015-07-29T09:00:00.000","191","113"
"2015-07-13T12:00:00.000","49","41"
"2015-07-12T11:00:00.000","79","79"
"2015-07-27T16:00:00.000","122","227"
"2015-07-25T19:00:00.000","39","40"
"2015-07-04T11:00:00.000","79","56"
"2015-07-10T10:00:00.000","72","49"
"2015-07-14T15:00:00.000","85","82"
"2015-07-30T04:00:00.000","5","5"
"2015-07-25T15:00:00.000","68","56"
"2015-07-27T15:00:00.000","74","101"
"2015-07-11T00:00:00.000","12","15"
"2015-07-12T05:00:00.000","5","4"
"2015-07-13T15:00:00.000","73","99"
"2015-07-19T22:00:00.000","12","25"
"2015-07-31T21:00:00.000","45","64"
"2015-07-15T18:00:00.000","170","336"
"2015-07-13T16:00:00.000","136","198"
"2015-07-05T16:00:00.000","57","80"
"2015-07-18T05:00:00.000","5","5"
"2015-07-13T23:00:00.000","10","8"
"2015-07-17T21:00:00.000","30","37"
"2015-07-09T23:00:00.000","17","22"
"2015-07-18T20:00:00.000","35","40"
"2015-07-02T14:00:00.000","53","76"
"2015-07-20T23:00:00.000","8","19"
"2015-07-07T20:00:00.000","67","87"
"2015-07-13T13:00:00.000","49","41"
"2015-07-15T02:00:00.000","2","6"
"2015-07-18T18:00:00.000","64","73"
"2015-07-10T13:00:00.000","62","58"
"2015-07-29T16:00:00.000","143","264"
"2015-07-07T23:00:00.000","11","19"
"2015-07-21T20:00:00.000","66","58"
"2015-07-20T20:00:00.000","68","89"
"2015-07-05T08:00:00.000","38","37"
"2015-07-02T04:00:00.000","7","3"
"2015-07-11T08:00:00.000","50","37"
"2015-07-09T11:00:00.000","51","55"
"2012-11-30T11:00:00.000","22","22"
"2015-07-01T16:00:00.000","121","215"
"2015-07-12T16:00:00.000","102","84"
"2015-07-30T22:00:00.000","44","31"
"2015-07-22T12:00:00.000","53","55"
"2015-07-29T17:00:00.000","196","490"
"2015-07-18T10:00:00.000","80","83"
"2015-07-28T14:00:00.000","73","72"
"2015-07-26T03:00:00.000","2","2"
"2015-07-19T06:00:00.000","6","15"
"2015-07-05T20:00:00.000","47","26"
"2015-07-14T12:00:00.000","55","50"
"2015-07-27T17:00:00.000","199","506"
"2015-07-27T04:00:00.000","3","1"
"2015-07-17T17:00:00.000","172","376"
"2015-07-20T16:00:00.000","129","206"
"2015-07-19T10:00:00.000","69","67"
"2015-07-02T06:00:00.000","111","52"
"2012-12-01T05:00:00.000","2","2"
"2015-07-04T02:00:00.000","2","2"
"2015-07-11T16:00:00.000","91","56"
"2015-07-16T11:00:00.000","64","47"
"2015-07-10T16:00:00.000","144","223"
"2015-07-09T09:00:00.000","157","102"
"2015-07-26T22:00:00.000","6","17"
"2015-07-04T18:00:00.000","75","51"
"2015-07-19T08:00:00.000","63","54"
"2015-07-26T00:00:00.000","6","13"
"2015-07-28T18:00:00.000","174","318"
"2015-07-01T08:00:00.000","390","201"
"2015-07-18T09:00:00.000","81","54"
"2015-07-01T14:00:00.000","76","61"
"2015-07-11T15:00:00.000","94","74"
"2015-07-02T09:00:00.000","152","99"
"2012-12-01T22:00:00.000","6","6"
"2015-07-15T15:00:00.000","87","88"
"2015-07-12T18:00:00.000","66","59"
"2015-07-25T04:00:00.000","0","4"
"2012-12-02T02:00:00.000","2","2"
"2012-12-02T03:00:00.000","0","0"
"2015-07-14T13:00:00.000","73","49"
"2015-07-01T06:00:00.000","132","69"
"2015-07-05T21:00:00.000","31","22"
"2015-07-19T01:00:00.000","5","5"
"2015-07-29T21:00:00.000","63","55"
"2015-07-14T02:00:00.000","1","4"
"2015-07-23T21:00:00.000","37","51"
"2015-07-26T15:00:00.000","92","77"
"2015-07-20T01:00:00.000","3","7"
"2015-07-17T14:00:00.000","65","67"
"2015-07-25T10:00:00.000","27","25"
"2015-07-10T19:00:00.000","66","118"
"2015-07-05T04:00:00.000","4","2"
"2015-07-17T03:00:00.000","4","7"
"2015-07-30T02:00:00.000","5","2"
"2015-07-22T18:00:00.000","174","335"
"2015-07-24T23:00:00.000","30","30"
"2015-07-04T17:00:00.000","60","68"
"2015-07-19T16:00:00.000","59","55"
"2015-07-31T13:00:00.000","57","47"
"2012-12-03T00:00:00.000","1","1"
"2012-12-03T01:00:00.000","3","3"
"2015-07-24T16:00:00.000","127","190"
"2015-07-23T23:00:00.000","10","28"
"2012-12-03T04:00:00.000","1","1"
"2015-07-12T17:00:00.000","94","83"
"2015-07-19T12:00:00.000","74","80"
"2015-07-13T19:00:00.000","81","135"
"2015-07-30T08:00:00.000","397","208"
"2015-07-24T05:00:00.000","22","14"
"2015-07-09T17:00:00.000","204","472"
"2015-07-08T22:00:00.000","29","36"
"2015-07-31T11:00:00.000","67","54"
"2015-07-07T22:00:00.000","27","34"
"2015-07-24T07:00:00.000","243","99"
"2015-07-28T20:00:00.000","79","89"
"2015-07-20T14:00:00.000","61","61"
"2015-07-23T03:00:00.000","2","1"
"2015-07-08T17:00:00.000","218","508"
"2015-07-07T09:00:00.000","176","98"
"2015-07-17T15:00:00.000","72","97"
"2015-07-25T03:00:00.000","3","0"
"2015-07-06T04:00:00.000","6","3"
"2015-07-30T21:00:00.000","54","64"
"2015-07-25T14:00:00.000","71","55"
"2015-07-24T19:00:00.000","43","99"
"2015-07-08T09:00:00.000","174","108"
"2012-12-04T03:00:00.000","1","1"
"2015-07-22T06:00:00.000","117","57"
"2015-07-10T11:00:00.000","48","50"
"2015-07-16T06:00:00.000","139","58"
"2015-07-09T13:00:00.000","62","48"
"2015-07-22T20:00:00.000","49","77"
"2015-07-21T00:00:00.000","7","10"
"2015-07-24T12:00:00.000","41","34"
"2015-07-01T22:00:00.000","35","24"
"2015-07-23T10:00:00.000","77","50"
"2015-07-06T22:00:00.000","20","26"
"2015-07-12T03:00:00.000","1","2"
"2015-07-03T16:00:00.000","87","90"
"2015-07-03T01:00:00.000","10","9"
"2015-07-22T10:00:00.000","83","60"
"2015-07-30T20:00:00.000","57","99"
"2015-07-02T07:00:00.000","273","123"
"2015-07-09T22:00:00.000","25","40"
"2015-07-06T11:00:00.000","61","38"
"2015-07-22T17:00:00.000","213","462"
"2015-07-06T06:00:00.000","117","60"
"2015-07-04T20:00:00.000","62","58"
"2015-07-10T03:00:00.000","2","3"
"2015-07-22T07:00:00.000","331","152"
"2015-07-30T09:00:00.000","193","112"
"2015-07-06T09:00:00.000","148","104"
"2015-07-11T07:00:00.000","33","32"
"2015-07-26T01:00:00.000","3","6"
"2015-07-21T07:00:00.000","367","125"
"2015-07-13T01:00:00.000","1","1"
"2015-07-10T08:00:00.000","343","166"
"2015-07-19T19:00:00.000","46","57"
"2015-07-10T04:00:00.000","6","6"
"2015-07-08T20:00:00.000","100","91"
"2015-07-19T20:00:00.000","38","26"
"2015-07-09T20:00:00.000","85","88"
"2015-07-05T00:00:00.000","30","62"
"2015-07-08T02:00:00.000","7","1"
"2015-07-13T08:00:00.000","362","164"
"2015-07-15T12:00:00.000","44","40"
"2015-07-22T04:00:00.000","9","6"
"2015-07-26T12:00:00.000","62","67"
"2015-07-20T17:00:00.000","181","473"
"2012-12-05T23:00:00.000","7","7"
"2012-12-06T00:00:00.000","2","2"
"2012-12-07T02:00:00.000","0","0"
"2012-12-09T01:00:00.000","3","3"
"2012-12-09T05:00:00.000","1","1"
"2015-08-06T23:00:00.000","18","12"
"2015-08-18T20:00:00.000","64","97"
"2015-08-20T04:00:00.000","7","2"
"2015-08-14T19:00:00.000","23","40"
"2015-08-19T05:00:00.000","29","20"
"2015-08-23T19:00:00.000","34","37"
"2015-08-20T13:00:00.000","57","53"
"2015-08-22T05:00:00.000","7","2"
"2012-12-10T04:00:00.000","2","2"
"2015-08-17T10:00:00.000","82","49"
"2015-08-06T14:00:00.000","52","53"
"2015-08-15T07:00:00.000","16","15"
"2015-08-02T23:00:00.000","5","15"
"2015-08-22T04:00:00.000","2","2"
"2015-08-20T14:00:00.000","39","53"
"2015-08-12T14:00:00.000","48","54"
"2015-08-21T00:00:00.000","4","12"
"2015-08-27T05:00:00.000","35","14"
"2015-08-26T05:00:00.000","30","19"
"2015-08-24T13:00:00.000","42","64"
"2015-08-29T21:00:00.000","8","3"
"2015-08-25T13:00:00.000","55","54"
"2015-08-12T00:00:00.000","5","8"
"2015-08-03T12:00:00.000","39","42"
"2015-08-19T23:00:00.000","21","22"
"2015-08-23T07:00:00.000","24","16"
"2012-12-10T22:00:00.000","10","10"
"2015-08-29T20:00:00.000","8","12"
"2015-08-02T00:00:00.000","6","20"
"2012-12-11T01:00:00.000","1","1"
"2015-08-31T17:00:00.000","130","350"
"2015-08-31T08:00:00.000","270","150"
"2015-08-14T05:00:00.000","19","19"
"2015-08-02T03:00:00.000","2","1"
"2015-08-09T15:00:00.000","101","110"
"2015-08-01T04:00:00.000","2","2"
"2015-08-09T23:00:00.000","7","8"
"2015-08-08T08:00:00.000","50","35"
"2015-08-11T12:00:00.000","57","51"
"2015-08-12T21:00:00.000","44","50"
"2015-08-12T13:00:00.000","42","46"
"2015-08-31T11:00:00.000","28","20"
"2015-08-23T15:00:00.000","98","57"
"2015-08-03T01:00:00.000","2","3"
"2015-08-08T18:00:00.000","46","63"
"2015-08-22T13:00:00.000","78","99"
"2015-08-04T06:00:00.000","126","51"
"2015-08-31T05:00:00.000","15","11"
"2015-08-26T09:00:00.000","174","109"
"2015-08-09T19:00:00.000","52","34"
"2015-08-15T09:00:00.000","32","35"
"2012-12-11T23:00:00.000","5","5"
"2015-08-08T21:00:00.000","39","15"
"2015-08-19T11:00:00.000","53","51"
"2015-08-06T15:00:00.000","75","92"
"2015-08-28T05:00:00.000","19","10"
"2015-08-31T15:00:00.000","29","51"
"2015-08-04T11:00:00.000","46","45"
"2015-08-14T15:00:00.000","19","53"
"2015-08-11T23:00:00.000","19","23"
"2015-08-30T11:00:00.000","57","41"
"2015-08-16T00:00:00.000","11","9"
"2015-08-06T12:00:00.000","56","40"
"2015-08-30T16:00:00.000","57","72"
"2015-08-17T20:00:00.000","74","71"
"2015-08-27T14:00:00.000","46","77"
"2015-08-24T01:00:00.000","3","7"
"2015-08-02T18:00:00.000","51","55"
"2015-08-12T20:00:00.000","64","93"
"2015-08-10T07:00:00.000","272","124"
"2015-08-04T00:00:00.000","7","7"
"2015-08-18T06:00:00.000","100","52"
"2015-08-25T23:00:00.000","12","19"
"2015-08-31T23:00:00.000","7","11"
"2015-08-11T06:00:00.000","95","50"
"2015-08-14T17:00:00.000","84","199"
"2012-12-13T00:00:00.000","3","3"
"2015-08-21T23:00:00.000","19","32"
"2015-08-13T10:00:00.000","77","66"
"2012-12-13T03:00:00.000","1","1"
"2015-08-13T17:00:00.000","180","495"
"2015-08-13T08:00:00.000","392","221"
"2015-08-06T09:00:00.000","163","109"
"2015-08-14T12:00:00.000","26","39"
"2015-08-16T17:00:00.000","82","94"
"2015-08-16T04:00:00.000","7","1"
"2015-08-06T21:00:00.000","57","39"
"2015-08-25T06:00:00.000","108","47"
"2015-08-18T11:00:00.000","59","46"
"2015-08-24T05:00:00.000","29","15"
"2015-08-04T20:00:00.000","86","93"
"2015-08-25T10:00:00.000","112","62"
"2015-08-18T15:00:00.000","66","100"
"2015-08-16T05:00:00.000","3","3"
"2015-08-11T05:00:00.000","30","24"
"2015-08-17T22:00:00.000","23","18"
"2015-08-19T20:00:00.000","53","88"
"2015-08-11T08:00:00.000","422","206"
"2015-08-17T07:00:00.000","320","132"
"2015-08-21T11:00:00.000","50","56"
"2012-12-14T00:00:00.000","4","4"
"2015-08-27T16:00:00.000","123","230"
"2015-08-17T15:00:00.000","59","86"
"2015-08-11T09:00:00.000","171","111"
"2015-08-09T08:00:00.000","54","34"
"2015-08-14T07:00:00.000","159","81"
"2015-08-07T16:00:00.000","142","263"
"2015-08-04T15:00:00.000","79","89"
"2015-08-02T21:00:00.000","16","22"
"2015-08-29T06:00:00.000","4","4"
"2015-08-12T11:00:00.000","63","48"
"2015-08-14T01:00:00.000","3","6"
"2015-08-23T18:00:00.000","63","69"
"2015-08-12T01:00:00.000","5","5"
"2015-08-17T23:00:00.000","25","12"
"2015-08-27T09:00:00.000","174","104"
"2015-08-04T04:00:00.000","4","7"
"2015-08-21T07:00:00.000","235","106"
"2015-08-05T17:00:00.000","175","501"
"2015-08-24T08:00:00.000","354","180"
"2015-08-29T10:00:00.000","31","21"
"2015-08-29T00:00:00.000","6","15"
"2015-08-18T21:00:00.000","52","49"
"2015-08-19T15:00:00.000","82","123"
"2015-08-27T17:00:00.000","222","449"
"2012-12-15T01:00:00.000","3","3"
"2015-08-03T17:00:00.000","174","518"
"2015-08-18T17:00:00.000","218","486"
"2015-08-21T13:00:00.000","61","59"
"2015-08-18T22:00:00.000","30","34"
"2015-08-18T08:00:00.000","406","208"
"2015-08-08T11:00:00.000","84","54"
"2015-08-10T13:00:00.000","52","53"
"2015-08-16T19:00:00.000","62","52"
"2015-08-24T23:00:00.000","15","19"
"2015-08-18T13:00:00.000","53","45"
"2015-08-22T12:00:00.000","79","69"
"2012-12-15T13:00:00.000","8","8"
"2015-08-18T07:00:00.000","323","134"
"2015-08-22T10:00:00.000","148","42"
"2015-08-20T06:00:00.000","101","54"
"2015-08-10T08:00:00.000","304","148"
"2015-08-21T10:00:00.000","55","36"
"2015-08-01T10:00:00.000","94","69"
"2012-12-15T20:00:00.000","5","5"
"2015-08-30T12:00:00.000","80","43"
"2012-12-15T22:00:00.000","3","3"
"2015-08-15T15:00:00.000","90","63"
"2015-08-01T20:00:00.000","28","25"
"2012-12-16T01:00:00.000","2","2"
"2015-08-07T15:00:00.000","99","120"
"2015-08-09T09:00:00.000","56","60"
"2012-12-16T04:00:00.000","1","1"
"2015-08-09T05:00:00.000","11","1"
"2015-08-16T13:00:00.000","153","100"
"2015-08-03T07:00:00.000","289","119"
"2015-08-08T05:00:00.000","8","4"
"2015-08-14T16:00:00.000","43","90"
"2015-08-05T06:00:00.000","117","62"
"2015-08-05T14:00:00.000","44","60"
"2015-08-15T06:00:00.000","9","25"
"2015-08-16T12:00:00.000","110","92"
